Date,Hour,Commune Montreuil,IRIS 930480204,IRIS 930480205,IRIS 930480206,IRIS 930480401,IRIS 930480604,Total
2020-10-18,18:30:00,127570,15238,20220,15743,6043,15454,200268
2020-10-18,19:00:00,129599,15147,19821,15134,5693,15251,200645
2020-10-18,19:30:00,133708,16852,20520,15756,5732,14663,207231
2020-10-18,20:00:00,137280,15685,18909,14617,5179,13845,205515
2020-10-18,20:30:00,144683,15384,18167,14398,5151,13460,211243
2020-10-18,21:00:00,140765,16591,18763,13260,5408,13437,208224
2020-10-18,21:30:00,133575,15710,17756,12258,5305,11887,196491
2020-10-18,22:00:00,127189,14683,16304,10449,4665,11670,184960
2020-10-18,22:30:00,123166,14386,15243,10128,4041,10210,177174
2020-10-18,23:00:00,122910,14195,15265,10035,3613,10475,176493
2020-10-18,23:30:00,121784,12996,15076,10502,3800,10512,174670
2020-10-19,00:00:00,118122,12218,14282,10189,3838,10253,168902
2020-10-19,00:30:00,118086,12091,13864,9599,3740,10813,168193
2020-10-19,01:00:00,114443,11164,12116,8991,3085,10710,160509
2020-10-19,01:30:00,114917,10699,11359,8631,1484,11358,158448
2020-10-19,02:00:00,113041,9831,10784,7685,2028,10463,153832
2020-10-19,02:30:00,109130,8149,12358,7934,3136,8863,149570
2020-10-19,03:00:00,103581,8824,13196,7525,2918,3823,139867
2020-10-19,03:30:00,99514,7925,12992,8412,2648,3885,135376
2020-10-19,04:00:00,95505,8100,13183,9086,2538,3551,131963
2020-10-19,04:30:00,93823,7870,12381,7905,2533,3495,128007
2020-10-19,05:00:00,95207,8041,11444,8355,2876,4254,130177
2020-10-19,05:30:00,96479,8609,13127,8232,2910,3732,133089
2020-10-19,06:00:00,96446,7150,12338,8869,3285,4206,132294
2020-10-19,06:30:00,105067,9915,13216,9630,3141,8343,149312
2020-10-19,07:00:00,106058,10203,12053,10219,2889,8620,150042
2020-10-19,07:30:00,110366,11455,14143,11507,3581,9990,161042
2020-10-19,08:00:00,118744,10846,14636,11881,3702,11511,171320
2020-10-19,08:30:00,127348,11397,14750,13044,3850,12646,183035
2020-10-19,09:00:00,128097,12575,16011,14241,4557,15141,190622
2020-10-19,09:30:00,132131,15182,17700,13896,5193,14689,198791
2020-10-19,10:00:00,133865,15473,17838,13170,5354,14306,200006
2020-10-19,10:30:00,134345,16643,18291,12580,5413,14165,201437
2020-10-19,11:00:00,133155,16349,18551,14115,5311,15030,202511
2020-10-19,11:30:00,140702,15916,18430,13526,4955,15454,208983
2020-10-19,12:00:00,139731,15487,18158,13583,5426,16151,208536
2020-10-19,12:30:00,137625,16556,18623,14167,5548,16500,209019
2020-10-19,13:00:00,137850,16529,20227,15499,5486,17749,213340
2020-10-19,13:30:00,130546,16905,19808,15306,5173,10900,198638
2020-10-19,14:00:00,138334,17842,20297,16193,5230,17423,215319
2020-10-19,14:30:00,132085,17588,20030,15309,6043,16961,208016
2020-10-19,15:00:00,128257,15749,17413,13252,6419,16238,197328
2020-10-19,15:30:00,127617,15591,18388,13226,6120,15162,196104
2020-10-19,16:00:00,130704,14993,19368,14713,5458,16688,201924
2020-10-19,16:30:00,133552,15446,19849,14852,5436,17062,206197
2020-10-19,17:00:00,135522,14987,20008,16188,5299,16244,208248
2020-10-19,17:30:00,136892,16280,20467,17286,6305,18008,215238
2020-10-19,18:00:00,133075,15156,21287,17117,5991,17705,210331
2020-10-19,18:30:00,141049,17402,24372,19806,7085,20098,229812
2020-10-19,19:00:00,138116,18841,23027,18614,7360,19761,225719
2020-10-19,19:30:00,136544,18208,22694,19182,6071,19153,221852
2020-10-19,20:00:00,137890,16711,20051,16228,5416,17186,213482
2020-10-19,20:30:00,132589,15506,18868,14277,5560,15303,202103
2020-10-19,21:00:00,134748,15695,18546,14577,6193,14366,204125
2020-10-19,21:30:00,125938,14843,16872,12007,4786,11542,185988
2020-10-19,22:00:00,123767,14783,15395,10290,5103,10670,180008
2020-10-19,22:30:00,122844,14599,15283,10276,4635,10125,177762
2020-10-19,23:00:00,120977,14364,14940,10366,4889,10234,175770
2020-10-19,23:30:00,118044,12677,14213,10608,3933,10904,170379
2020-10-20,00:00:00,120437,14115,14131,9818,4587,10090,173178
2020-10-20,00:30:00,118101,12827,13646,9142,4101,9881,167698
2020-10-20,01:00:00,110289,12164,13417,8815,2937,7622,155244
2020-10-20,01:30:00,107639,8202,13103,9085,3262,9222,150513
2020-10-20,02:00:00,105914,7503,12517,8877,1933,6985,143729
2020-10-20,02:30:00,104190,6804,11932,8670,3114,6352,141062
2020-10-20,03:00:00,98737,7051,11517,8277,2544,4197,132323
2020-10-20,03:30:00,94699,8231,12360,8788,2617,4133,130828
2020-10-20,04:00:00,90546,8907,12523,8142,3099,4336,127553
2020-10-20,04:30:00,91779,8302,12860,8826,2912,4830,129509
2020-10-20,05:00:00,91060,8200,12437,8639,2862,4687,127885
2020-10-20,05:30:00,88472,7978,11736,7747,3000,4135,123068
2020-10-20,06:00:00,92080,8767,12459,8180,2153,4835,128474
2020-10-20,06:30:00,105778,10635,13358,10414,2113,9224,151522
2020-10-20,07:00:00,108717,10315,12421,10569,1907,9932,153861
2020-10-20,07:30:00,113462,10775,12600,10294,2971,10781,160883
2020-10-20,08:00:00,118324,11108,14155,12005,2627,12051,170270
2020-10-20,08:30:00,126296,12813,16321,13518,4680,15321,188949
2020-10-20,09:00:00,132807,14889,19857,16882,4732,18239,207406
2020-10-20,09:30:00,132635,16012,19157,15732,4813,16384,204733
2020-10-20,10:00:00,131688,14915,17763,13746,4668,15944,198724
2020-10-20,10:30:00,129796,14860,17989,12853,4436,15395,195329
2020-10-20,11:00:00,129076,15980,18773,13811,5049,15870,198559
2020-10-20,11:30:00,127697,16657,18874,13999,4724,15720,197671
2020-10-20,12:00:00,127725,16217,18296,13524,4928,15727,196417
2020-10-20,12:30:00,133124,16607,20122,15983,5110,18231,209177
2020-10-20,13:00:00,128739,16875,19977,15350,5926,17069,203936
2020-10-20,13:30:00,131561,16902,20837,16244,4738,15892,206174
2020-10-20,14:00:00,129104,16355,19561,15723,4947,16129,201819
2020-10-20,14:30:00,128165,15893,20163,15694,5051,16494,201460
2020-10-20,15:00:00,130317,15983,20232,15914,4775,17021,204242
2020-10-20,15:30:00,132469,16074,20302,16134,4499,17548,207026
2020-10-20,16:00:00,134621,16165,20371,16354,4223,18075,209809
2020-10-20,16:30:00,124701,16256,20441,16575,3948,18602,200523
2020-10-20,17:00:00,131660,15828,19736,17243,4144,19261,207872
2020-10-20,17:30:00,131218,15417,19561,16555,3856,18350,204957
2020-10-20,18:00:00,138055,15808,21617,18379,4243,20270,218372
2020-10-20,18:30:00,136082,16561,22782,19179,4165,19848,218617
2020-10-20,19:00:00,141226,18091,21670,18923,4784,20335,225029
2020-10-20,19:30:00,136577,17662,21712,18631,5170,18792,218544
2020-10-20,20:00:00,133941,16582,18835,15475,3620,15331,203784
2020-10-20,20:30:00,135121,15716,17416,14130,3787,13928,200098
2020-10-20,21:00:00,131200,15876,17437,13957,3882,14315,196667
2020-10-20,21:30:00,127252,15530,16930,11846,4421,12384,188363
2020-10-20,22:00:00,121612,13816,15221,10329,3578,9505,174061
2020-10-20,22:30:00,120282,14086,15200,10635,3670,9863,173736
2020-10-20,23:00:00,120481,13835,13951,10098,3487,9816,171668
2020-10-20,23:30:00,116906,14224,14755,10263,3172,9567,168887
2020-10-21,00:00:00,119356,13594,14722,10293,2772,9809,170546
2020-10-21,00:30:00,116299,11659,13140,9023,3036,8699,161856
2020-10-21,01:00:00,111943,13103,14244,8024,3104,8890,159308
2020-10-21,01:30:00,107891,13000,13372,7789,1960,9010,153022
2020-10-21,02:00:00,103782,12199,12155,8027,1796,8896,146855
2020-10-21,02:30:00,102417,11152,9703,7401,551,8565,139789
2020-10-21,03:00:00,100780,10377,8398,7947,571,10754,138827
2020-10-21,03:30:00,98796,8774,6708,8502,469,11556,134805
2020-10-21,04:00:00,93155,9199,6170,7845,432,10212,127013
2020-10-21,04:30:00,93097,10626,8158,8426,1970,4768,127045
2020-10-21,05:00:00,93387,11102,8975,9564,1808,5021,129857
2020-10-21,05:30:00,93205,11102,8936,9498,2102,4496,129339
2020-10-21,06:00:00,93967,11606,8954,9581,2082,5253,131443
2020-10-21,06:30:00,103948,11196,12583,10370,1776,8733,148606
2020-10-21,07:00:00,106827,9857,13169,10143,1506,9252,150754
2020-10-21,07:30:00,109506,11224,13077,10989,2002,11077,157875
2020-10-21,08:00:00,121778,11045,15052,12555,2209,12453,175092
2020-10-21,08:30:00,127675,13076,17014,13895,3226,14716,189602
2020-10-21,09:00:00,133606,15272,18245,14129,4077,16337,201666
2020-10-21,09:30:00,133230,15743,18356,14073,4496,15737,201635
2020-10-21,10:00:00,134554,16005,18982,13710,4079,15941,203271
2020-10-21,10:30:00,136025,16650,18409,13686,4435,14315,203520
2020-10-21,11:00:00,137496,16100,17954,13855,4732,15888,206025
2020-10-21,11:30:00,135327,15827,18546,13853,4572,15579,203704
2020-10-21,12:00:00,129357,16668,19053,13310,4558,14379,197325
2020-10-21,12:30:00,129263,15774,18620,12420,4374,14529,194980
2020-10-21,13:00:00,127703,16882,20077,14892,4489,15198,199241
2020-10-21,13:30:00,127873,16611,19589,14921,4878,15591,199463
2020-10-21,14:00:00,129437,16995,19450,13536,4412,15053,198883
2020-10-21,14:30:00,128404,16306,19824,14539,3983,16589,199645
2020-10-21,15:00:00,125027,15616,17631,12864,4114,14545,189797
2020-10-21,15:30:00,123563,15351,18193,12783,4706,13960,188556
2020-10-21,16:00:00,126362,15932,18751,14178,4417,14358,193998
2020-10-21,16:30:00,124954,15379,19091,15362,3548,15254,193588
2020-10-21,17:00:00,124732,15092,19018,14876,4203,16241,194162
2020-10-21,17:30:00,124530,15745,19907,15766,4684,16383,197015
2020-10-21,18:00:00,126375,16785,22317,18397,4732,18895,207501
2020-10-21,18:30:00,131024,17278,22775,20048,4104,20470,215699
2020-10-21,19:00:00,134843,17809,23413,21030,4836,21386,223317
2020-10-21,19:30:00,130764,16703,21072,18767,5019,20266,212591
2020-10-21,20:00:00,130552,16183,20373,16633,4505,16496,204742
2020-10-21,20:30:00,130923,15477,18992,15333,3995,15671,200391
2020-10-21,21:00:00,130439,16678,18247,14333,4732,14563,198992
2020-10-21,21:30:00,127089,15122,16176,11631,4795,11260,186073
2020-10-21,22:00:00,119583,13882,15249,10543,4435,9315,173007
2020-10-21,22:30:00,120939,13317,13906,9456,3984,9637,171239
2020-10-21,23:00:00,119142,13014,14073,9677,3270,9454,168630
2020-10-21,23:30:00,116232,13569,14064,9594,3367,9752,166578
2020-10-22,00:00:00,115335,13133,12994,9117,3747,9098,163424
2020-10-22,00:30:00,110542,12200,13152,9227,2855,9517,157493
2020-10-22,01:00:00,109851,11841,11547,8368,2774,8942,153323
2020-10-22,01:30:00,107060,12401,12936,8729,2829,8824,152779
2020-10-22,02:00:00,104978,11628,11455,8023,2724,7501,146309
2020-10-22,02:30:00,104304,13578,11646,7677,2879,6628,146712
2020-10-22,03:00:00,99020,14966,12727,7786,4108,3448,142055
2020-10-22,03:30:00,97956,14284,12317,7652,3885,3363,139457
2020-10-22,04:00:00,96296,9550,13394,7626,3626,3271,133763
2020-10-22,04:30:00,93002,7678,11472,6939,1525,3082,123698
2020-10-22,05:00:00,90697,7957,11759,6835,1551,2990,121789
2020-10-22,05:30:00,93086,7616,11422,7375,1373,3362,124234
2020-10-22,06:00:00,94636,7568,11569,7538,1506,3263,126080
2020-10-22,06:30:00,102606,9591,11391,8980,1213,8209,141990
2020-10-22,07:00:00,104215,9496,10642,9631,1459,8934,144377
2020-10-22,07:30:00,105371,9375,11287,10622,1421,10818,148894
2020-10-22,08:00:00,114794,10995,12845,11624,1699,12833,164790
2020-10-22,08:30:00,124372,12527,14803,13340,2478,14236,181756
2020-10-22,09:00:00,127327,14046,18199,15455,3807,17287,196121
2020-10-22,09:30:00,127940,15191,19113,15950,4231,17470,199895
2020-10-22,10:00:00,127968,15578,18578,14685,4205,16065,197079
2020-10-22,10:30:00,127997,15966,18043,13420,4179,14661,194266
2020-10-22,11:00:00,130483,16182,17928,12920,4533,14891,196937
2020-10-22,11:30:00,129838,16308,19390,13738,4437,16041,199752
2020-10-22,12:00:00,128564,17278,19915,13766,4647,15384,199554
2020-10-22,12:30:00,130945,16379,20017,14889,4344,17299,203873
2020-10-22,13:00:00,132139,16765,20908,16378,4395,18018,208603
2020-10-22,13:30:00,131715,17823,20103,15527,4129,16550,205847
2020-10-22,14:00:00,130021,16848,20670,15990,4440,16825,204794
2020-10-22,14:30:00,130849,16088,19168,15611,4971,17630,204317
2020-10-22,15:00:00,128934,16014,18303,14407,4378,16037,198073
2020-10-22,15:30:00,128608,16196,18749,14935,4905,17064,200457
2020-10-22,16:00:00,126800,15604,18243,14232,4360,16659,195898
2020-10-22,16:30:00,126148,15450,19072,14765,4122,16591,196148
2020-10-22,17:00:00,129362,15857,19160,15067,4309,17115,200870
2020-10-22,17:30:00,125106,17236,20786,16410,4693,17957,202188
2020-10-22,18:00:00,131180,17204,21993,18465,4223,18481,211546
2020-10-22,18:30:00,134546,18373,22957,18709,4679,19461,218725
2020-10-22,19:00:00,131144,17760,22260,18143,5018,19144,213469
2020-10-22,19:30:00,131462,16944,20826,16919,4657,18890,209698
2020-10-22,20:00:00,133537,17643,21833,17867,5039,17385,213304
2020-10-22,20:30:00,132418,16011,20444,16916,4343,15907,206039
2020-10-22,21:00:00,132762,17183,19238,14951,4457,15618,204209
2020-10-22,21:30:00,127382,15052,16130,11686,4168,11604,186022
2020-10-22,22:00:00,120511,14432,14990,9824,4736,10137,174630
2020-10-22,22:30:00,118243,14092,14938,9850,4141,10090,171354
2020-10-22,23:00:00,117977,13496,15072,9811,3705,10856,170917
2020-10-22,23:30:00,118232,13500,14126,9829,3311,10644,169642
2020-10-23,00:00:00,115816,13243,13464,8751,3310,9659,164243
2020-10-23,00:30:00,113400,12986,12802,7674,3310,8674,158846
2020-10-23,01:00:00,110295,11888,12203,7266,3416,8467,153535
2020-10-23,01:30:00,107967,10659,11672,8004,2808,9692,150802
2020-10-23,02:00:00,105337,10601,10554,7943,1933,11418,147786
2020-10-23,02:30:00,100960,11243,10786,7794,434,12631,143848
2020-10-23,03:00:00,100037,11139,10565,7502,389,12232,141864
2020-10-23,03:30:00,98178,11192,9981,7211,252,9909,136723
2020-10-23,04:00:00,95280,11909,10913,7662,828,9931,136523
2020-10-23,04:30:00,93806,14289,12474,7671,1852,4742,134834
2020-10-23,05:00:00,92785,10514,12061,7488,1543,4917,129308
2020-10-23,05:30:00,92692,10474,11966,7771,1618,5085,129606
2020-10-23,06:00:00,97440,12922,11964,8693,1707,6936,139662
2020-10-23,06:30:00,102189,11582,11962,9616,1796,8788,145933
2020-10-23,07:00:00,101816,9770,12229,9643,1384,9241,144083
2020-10-23,07:30:00,107238,10483,13063,10758,2131,10544,154217
2020-10-23,08:00:00,112116,11167,13646,10200,2892,10631,160652
2020-10-23,08:30:00,121204,12819,16881,13149,3445,13380,180878
2020-10-23,09:00:00,123414,13455,17316,15056,4060,16580,189881
2020-10-23,09:30:00,127593,14835,18199,14521,4976,16644,196768
2020-10-23,10:00:00,125809,16012,19434,14657,4874,15543,196329
2020-10-23,10:30:00,124310,16414,18720,13456,5156,14053,192109
2020-10-23,11:00:00,123800,14607,17543,12754,4701,13734,187139
2020-10-23,11:30:00,126032,14906,18362,14800,4541,15328,193969
2020-10-23,12:00:00,124946,15954,19197,14877,4998,16160,196132
2020-10-23,12:30:00,125941,16499,20862,15778,4570,17637,201287
2020-10-23,13:00:00,125000,17370,20644,15627,5347,17021,201009
2020-10-23,13:30:00,125395,17949,20824,15449,4853,16823,201293
2020-10-23,14:00:00,125910,17980,19864,14683,4627,16921,199985
2020-10-23,14:30:00,123490,15975,18311,13852,5086,15494,192208
2020-10-23,15:00:00,122461,15614,18657,14340,4368,15498,190938
2020-10-23,15:30:00,122724,16413,19917,15186,4644,16149,195033
2020-10-23,16:00:00,124162,15973,19478,15199,4171,16011,194994
2020-10-23,16:30:00,117972,15842,19839,16147,4522,17357,191679
2020-10-23,17:00:00,121325,16336,20877,16633,5069,17766,198006
2020-10-23,17:30:00,123951,18018,21869,17608,5375,17772,204593
2020-10-23,18:00:00,123323,16371,21757,17355,5005,19860,203671
2020-10-23,18:30:00,128281,16936,21621,18138,4622,19378,208976
2020-10-23,19:00:00,128146,16708,21628,18605,4829,19699,209615
2020-10-23,19:30:00,126227,16331,20240,17967,4517,18756,204038
2020-10-23,20:00:00,126973,15827,19764,16607,3966,16750,199887
2020-10-23,20:30:00,127834,16208,19744,15954,4721,16628,201089
2020-10-23,21:00:00,125768,14594,18536,14793,5618,15942,195251
2020-10-23,21:30:00,125024,14835,16788,12024,5661,12190,186522
2020-10-23,22:00:00,120278,13698,14532,10000,5133,10472,174113
2020-10-23,22:30:00,116788,12907,12696,9427,4372,10085,166275
2020-10-23,23:00:00,119592,13458,13535,9452,4650,10417,171104
2020-10-23,23:30:00,117244,12291,13058,9355,3935,9853,165736
2020-10-24,00:00:00,117106,12924,13858,9340,3925,9744,166897
2020-10-24,00:30:00,114219,12531,12366,8460,3251,9864,160691
2020-10-24,01:00:00,110152,10475,10788,7533,2276,10067,151291
2020-10-24,01:30:00,109942,10981,12483,6999,2126,9848,152379
2020-10-24,02:00:00,105179,12114,12760,8127,1793,10029,150002
2020-10-24,02:30:00,105131,12398,11886,7479,1443,9991,148328
2020-10-24,03:00:00,99437,13256,12091,7563,1995,7413,141755
2020-10-24,03:30:00,96890,13100,12033,8568,1837,3743,136171
2020-10-24,04:00:00,87174,13460,11381,8198,1899,3779,125891
2020-10-24,04:30:00,92593,13350,11804,9252,1795,3922,132716
2020-10-24,05:00:00,91369,10821,7844,9423,2072,3943,125472
2020-10-24,05:30:00,85007,10873,7769,9029,2261,4236,119175
2020-10-24,06:00:00,93218,9895,7962,9352,2174,4491,127092
2020-10-24,06:30:00,94192,10347,10788,9038,2128,8014,134507
2020-10-24,07:00:00,94991,8919,9243,7466,1802,7308,129729
2020-10-24,07:30:00,95824,9834,9954,7854,2337,7903,133706
2020-10-24,08:00:00,97850,10416,11229,8743,2332,9482,140052
2020-10-24,08:30:00,105503,10821,12439,9738,2565,9696,150762
2020-10-24,09:00:00,110012,11476,12578,10776,3400,10399,158641
2020-10-24,09:30:00,112261,11765,12904,10723,3524,10721,161898
2020-10-24,10:00:00,114705,12002,14980,11966,3914,10677,168244
2020-10-24,10:30:00,115697,13105,16062,13071,4478,12556,174969
2020-10-24,11:00:00,118831,14225,17053,13480,4320,12434,180343
2020-10-24,11:30:00,119426,14331,17475,14242,4687,14297,184458
2020-10-24,12:00:00,120082,15524,17920,14272,5330,14377,187505
2020-10-24,12:30:00,121749,14061,16996,14620,4301,13873,185600
2020-10-24,13:00:00,125000,14956,17889,14742,4471,14347,191405
2020-10-24,13:30:00,121997,14832,19552,15623,4920,15226,192150
2020-10-24,14:00:00,119799,15408,18679,14027,5248,13932,187093
2020-10-24,14:30:00,119909,16023,18140,13607,5806,13238,186723
2020-10-24,15:00:00,119929,15074,17823,13675,4657,13874,185032
2020-10-24,15:30:00,118288,15555,19125,14695,4797,14264,186724
2020-10-24,16:00:00,114640,15070,17254,12812,5328,13684,178788
2020-10-24,16:30:00,116462,15673,18363,14251,4918,14684,184351
2020-10-24,17:00:00,120477,15021,18416,14612,4927,14675,188128
2020-10-24,17:30:00,118835,19012,21723,17451,5900,16787,199708
2020-10-24,18:00:00,119793,17733,21371,15034,5251,16897,196079
2020-10-24,18:30:00,129934,15316,19180,15475,5674,18068,203647
2020-10-24,19:00:00,127748,16214,19477,15343,5242,17293,201317
2020-10-24,19:30:00,130825,16813,18911,14749,5170,17327,203795
2020-10-24,20:00:00,129860,16467,22353,15131,5222,17162,206195
2020-10-24,20:30:00,133102,15857,21823,15036,5113,17699,208630
2020-10-24,21:00:00,132251,19133,21536,14981,5290,17598,210789
2020-10-24,21:30:00,129157,15144,16988,11467,5876,12112,190744
2020-10-24,22:00:00,122299,14123,15843,10430,4936,10365,177996
2020-10-24,22:30:00,121326,13890,14533,10011,4661,10267,174688
2020-10-24,23:00:00,118642,13036,14723,10042,4777,9135,170355
2020-10-24,23:30:00,114394,12509,13785,9236,4262,8733,162919
2020-10-25,00:00:00,111191,12632,14528,9608,4833,9243,162035
2020-10-25,00:30:00,110463,11357,12502,8427,4007,9304,156060
2020-10-25,01:00:00,108202,10347,10907,7697,1814,9756,148723
2020-10-25,01:30:00,104970,12659,12639,7951,1588,9253,149060
2020-10-25,02:00:00,102869,13180,11726,8488,1756,8860,146879
2020-10-25,02:30:00,99108,13142,11090,7209,1398,7534,139481
2020-10-25,03:00:00,102669,13217,10199,8127,1141,9925,145278
2020-10-25,03:30:00,90391,4811,3264,7506,1045,3104,110121
2020-10-25,04:00:00,97881,12371,7257,8184,2405,3347,131445
2020-10-25,04:30:00,95232,11802,7265,7742,2870,3691,128602
2020-10-25,05:00:00,92293,11181,7374,7918,2585,3228,124579
2020-10-25,05:30:00,95701,11188,11572,8558,2175,7178,136372
2020-10-25,06:00:00,92855,9276,10094,7663,2172,6255,128315
2020-10-25,06:30:00,91506,9430,10381,7307,2180,6684,127488
2020-10-25,07:00:00,95026,9598,10239,7668,2062,6491,131084
2020-10-25,07:30:00,95959,9440,10812,8545,2730,6675,134161
2020-10-25,08:00:00,98762,10611,11760,8748,2806,7372,140059
2020-10-25,08:30:00,104443,10859,12049,9021,2855,7429,146656
2020-10-25,09:00:00,107668,11764,12812,9839,3467,8812,154362
2020-10-25,09:30:00,110810,13287,13955,9852,3813,9721,161438
2020-10-25,10:00:00,113450,12757,14011,10462,3750,9392,163822
2020-10-25,10:30:00,117475,14097,15143,12682,4127,13543,177067
2020-10-25,11:00:00,118710,14374,17355,11714,4062,10950,177165
2020-10-25,11:30:00,119656,14826,16832,13014,4458,12538,181324
2020-10-25,12:00:00,125134,15205,17017,13639,4874,12520,188389
2020-10-25,12:30:00,124328,15657,18312,13356,4827,12262,188742
2020-10-25,13:00:00,121687,15566,17438,13236,4501,12452,184880
2020-10-25,13:30:00,122752,14493,16593,13324,3917,15133,186212
2020-10-25,14:00:00,120672,16104,18810,10810,3957,14884,185237
2020-10-25,14:30:00,117860,15975,15810,11841,3985,11093,176564
2020-10-25,15:00:00,118631,15350,17782,11042,4773,14543,182121
2020-10-25,15:30:00,117375,13670,15909,12261,4218,11599,175032
2020-10-25,16:00:00,117960,13077,15753,12428,4792,11491,175501
2020-10-25,16:30:00,123095,13785,17582,13258,4954,12672,185346
2020-10-25,17:00:00,122737,14004,16913,12857,4350,12539,183400
2020-10-25,17:30:00,125530,14094,17767,13706,5104,16807,193008
2020-10-25,18:00:00,125095,14601,21023,12881,5661,17916,197177
2020-10-25,18:30:00,124738,14255,21185,17582,5099,18476,201335
2020-10-25,19:00:00,127939,16945,20914,17451,4376,18388,206013
2020-10-25,19:30:00,126618,16813,20100,13452,4951,17579,199513
2020-10-25,20:00:00,133160,16467,16966,15853,5803,15933,204182
2020-10-25,20:30:00,125588,15857,15490,11724,5154,11242,185055
2020-10-25,21:00:00,130840,14579,16260,12957,4958,11747,191341
2020-10-25,21:30:00,123283,15144,15682,11141,4781,10390,180421
2020-10-25,22:00:00,121890,12810,13502,10034,4068,9979,172283
2020-10-25,22:30:00,120455,13132,13444,9426,3899,9841,170197
2020-10-25,23:00:00,118348,12881,13952,9657,3695,10438,168971
2020-10-25,23:30:00,116104,12359,13544,9233,3374,10956,165570
2020-10-26,00:00:00,113145,12107,11993,9218,4101,10295,160859
2020-10-26,00:30:00,112919,10984,11682,7510,1981,9761,154837
2020-10-26,01:00:00,112734,10453,12284,7916,1861,10585,155833
2020-10-26,01:30:00,109375,8201,12859,7214,1912,10315,149876
2020-10-26,02:00:00,105352,7432,13183,8309,1888,10086,146250
2020-10-26,02:30:00,104370,7935,13297,8100,2152,8974,144828
2020-10-26,03:00:00,103388,8439,13412,7891,2416,7862,143408
2020-10-26,03:30:00,101504,8788,13745,7960,2756,3888,138641
2020-10-26,04:00:00,97524,8413,12584,7439,1677,3628,131265
2020-10-26,04:30:00,94916,8914,13703,8601,1668,3628,131430
2020-10-26,05:00:00,94429,10028,14017,7807,2522,3822,132625
2020-10-26,05:30:00,97107,10302,13445,9509,2636,8237,141236
2020-10-26,06:00:00,97084,9249,10851,9263,2314,7780,136541
2020-10-26,06:30:00,100179,9383,11185,8630,2268,7620,139265
2020-10-26,07:00:00,105465,9703,12067,9942,2072,9217,148466
2020-10-26,07:30:00,112170,10783,12553,10067,2838,10155,158566
2020-10-26,08:00:00,120159,11195,13377,11481,2664,11533,170409
2020-10-26,08:30:00,124394,12645,14842,12428,3955,14273,182537
2020-10-26,09:00:00,125721,14756,17309,14200,4576,15077,191639
2020-10-26,09:30:00,128307,15754,18126,14428,4473,16003,197091
2020-10-26,10:00:00,127201,15146,16214,12311,4327,14959,190158
2020-10-26,10:30:00,127719,15727,16511,12097,5505,13732,191291
2020-10-26,11:00:00,126113,14980,17281,12118,4732,13234,188458
2020-10-26,11:30:00,124390,15424,17601,13659,4952,13534,189560
2020-10-26,12:00:00,129027,15977,17026,13597,5330,12892,193849
2020-10-26,12:30:00,126569,14997,17873,12960,5215,15080,192694
2020-10-26,13:00:00,127007,14413,16724,12513,4949,14110,189716
2020-10-26,13:30:00,127202,14451,16559,12358,4818,14088,189476
2020-10-26,14:00:00,128698,16058,17975,12697,5281,15032,195741
2020-10-26,14:30:00,131332,16251,17209,12317,5204,14447,196760
2020-10-26,15:00:00,125982,15228,16696,13163,4704,14465,190238
2020-10-26,15:30:00,127445,14870,16068,12324,4556,14140,189403
2020-10-26,16:00:00,128033,14510,16509,12737,4768,14155,190712
2020-10-26,16:30:00,127507,14278,16893,12700,5088,14347,190813
2020-10-26,17:00:00,128448,15680,17750,13253,5371,14434,194936
2020-10-26,17:30:00,131248,15492,18645,14373,4679,16945,201382
2020-10-26,18:00:00,132857,17360,20425,16655,5521,18211,211029
2020-10-26,18:30:00,135401,18372,22396,18214,5640,19708,219731
2020-10-26,19:00:00,137474,18237,22223,17627,5652,18703,219916
2020-10-26,19:30:00,136828,17213,20900,16289,5374,16059,212663
2020-10-26,20:00:00,134295,15894,19627,16142,5325,16069,207352
2020-10-26,20:30:00,132389,15051,17866,13071,5104,13603,197084
2020-10-26,21:00:00,129176,14970,15380,11561,4679,12388,188154
2020-10-26,21:30:00,125244,14794,15486,11266,5297,12071,184158
2020-10-26,22:00:00,121350,13329,13697,10049,4976,10446,173847
2020-10-26,22:30:00,119118,13701,14006,9516,5095,10334,171770
2020-10-26,23:00:00,118934,13187,13003,9552,5150,9419,169245
2020-10-26,23:30:00,115155,12782,13164,9684,4358,9675,164818
2020-10-27,00:00:00,111886,12583,13686,9589,3616,10058,161418
2020-10-27,00:30:00,113063,10144,13941,8436,2445,10028,158057
2020-10-27,01:00:00,108560,10924,11691,7854,2045,10121,151195
2020-10-27,01:30:00,103952,11918,11749,6580,1831,9788,145818
2020-10-27,02:00:00,101146,12728,12810,6955,2490,9042,145171
2020-10-27,02:30:00,101997,13889,13523,7134,2592,3442,142577
2020-10-27,03:00:00,99479,12612,13133,7341,2028,3382,137975
2020-10-27,03:30:00,93346,12656,13189,7569,2008,3298,132066
2020-10-27,04:00:00,92685,13282,13563,7598,2550,3445,133123
2020-10-27,04:30:00,90335,8294,13129,7654,1261,3897,124570
2020-10-27,05:00:00,91953,9002,13759,7329,1821,3712,127576
2020-10-27,05:30:00,98482,9163,12566,7966,1456,4427,134060
2020-10-27,06:00:00,98221,8598,10361,8296,1899,4776,132151
2020-10-27,06:30:00,101197,11454,11164,9087,2172,8090,143164
2020-10-27,07:00:00,106762,10297,11350,9009,2119,8472,148009
